legacy_url,target_url,target_day_url,target_anchor,day_entry_count,uses_anchor,entry_id,entry_title,entry_created_on
/archives/2003/04/the_dreams_in_w.php,/archive/by_date/2003/04/08,/archive/by_date/2003/04/08,the_dreams_in_w,1,0,647,"The dreams in which I'm dying are the best I've ever had...","2003-04-08 23:07:47"
/archives/2003/04/cnn.php,/archive/by_date/2003/04/10,/archive/by_date/2003/04/10,cnn,1,0,646,CNN?,"2003-04-10 20:49:59"
/archives/2003/04/its_its_all_con.php,/archive/by_date/2003/04/11,/archive/by_date/2003/04/11,its_its_all_con,1,0,645,"It's... it's all connected!","2003-04-11 16:33:14"
/archives/2003/04/lost_in_a_sea_o.php,/archive/by_date/2003/04/16,/archive/by_date/2003/04/16,lost_in_a_sea_o,1,0,644,"Lost in a sea of questions","2003-04-16 23:59:16"
/archives/2003/04/maintained_by_a.php,/archive/by_date/2003/04/19,/archive/by_date/2003/04/19,maintained_by_a,1,0,643,"maintained by anonymous sources","2003-04-19 03:51:56"
/archives/2003/04/numbingly_comfo.php,/archive/by_date/2003/04/20,/archive/by_date/2003/04/20,numbingly_comfo,1,0,642,"Numbingly comfortable","2003-04-20 17:03:18"
/archives/2003/04/musical_connect.php,/archive/by_date/2003/04/21,/archive/by_date/2003/04/21,musical_connect,1,0,641,"Musical Connections","2003-04-21 22:43:47"
/archives/2003/04/voltage_control.php,/archive/by_date/2003/04/26,/archive/by_date/2003/04/26,voltage_control,1,0,640,"Voltage Controlled Oscillator","2003-04-26 12:24:09"
/archives/2003/04/lucky_what.php,/archive/by_date/2003/04/27,/archive/by_date/2003/04/27,lucky_what,1,0,639,"Lucky What?","2003-04-27 23:52:47"
/archives/2003/05/i_really_never.php,/archive/by_date/2003/05/04,/archive/by_date/2003/05/04,i_really_never,1,0,638,"I really never felt quite the same since I lost what I had to gain","2003-05-04 20:33:44"
/archives/2003/05/who_called_the.php,/archive/by_date/2003/05/05,/archive/by_date/2003/05/05,who_called_the,1,0,637,"Who called the kettle what?","2003-05-05 15:29:10"
/archives/2003/05/signals_systems.php,/archive/by_date/2003/05/13,/archive/by_date/2003/05/13,signals_systems,1,0,636,"Signals, Systems and Transforms","2003-05-13 00:16:49"
/archives/2003/05/is_it_all_going.php,/archive/by_date/2003/05/15,/archive/by_date/2003/05/15,is_it_all_going,1,0,635,"Is it all going to fall?","2003-05-15 00:36:20"
/archives/2003/05/how_cute_is_tha.php,/archive/by_date/2003/05/16,/archive/by_date/2003/05/16,how_cute_is_tha,1,0,634,"How cute is that!","2003-05-16 16:05:10"
/archives/2003/05/wonderin.php,/archive/by_date/2003/05/19,/archive/by_date/2003/05/19,wonderin,1,0,633,wonderin,"2003-05-19 22:06:28"
/archives/2003/05/setec_astronomy.php,/archive/by_date/2003/05/22,/archive/by_date/2003/05/22,setec_astronomy,1,0,632,"Setec Astronomy","2003-05-22 00:08:39"
/archives/2003/05/i_see_patterns.php,/archive/by_date/2003/05/23,/archive/by_date/2003/05/23,i_see_patterns,1,0,631,"I See Patterns Everywhere","2003-05-23 16:14:46"
/archives/2003/05/misguided_misdi.php,/archive/by_date/2003/05/24,/archive/by_date/2003/05/24,misguided_misdi,1,0,630,"misguided, misdirected, and almost fooled","2003-05-24 16:32:54"
/archives/2003/05/beat_trip.php,/archive/by_date/2003/05/27,/archive/by_date/2003/05/27,beat_trip,1,0,629,"Beat Trip","2003-05-27 16:37:44"
/archives/2003/05/cough_cough.php,/archive/by_date/2003/05/31,/archive/by_date/2003/05/31,cough_cough,1,0,628,"Cough Cough","2003-05-31 12:13:57"
/archives/2003/06/you_cant_get_th.php,/archive/by_date/2003/06/02,/archive/by_date/2003/06/02,you_cant_get_th,1,0,627,"You Can't Get There From Here","2003-06-02 14:12:36"
/archives/2003/06/wonder_full.php,/archive/by_date/2003/06/05,/archive/by_date/2003/06/05,wonder_full,1,0,626,"Wonder Full","2003-06-05 23:55:26"
/archives/2003/06/hollywood_but_c.php,/archive/by_date/2003/06/10,/archive/by_date/2003/06/10,hollywood_but_c,1,0,625,"Hollywood, but couldn't","2003-06-10 20:18:37"
/archives/2003/06/out_to_lunch.php,/archive/by_date/2003/06/13,/archive/by_date/2003/06/13,out_to_lunch,1,0,624,"Out to lunch","2003-06-13 15:02:17"
/archives/2003/06/ever_wish_recei.php,/archive/by_date/2003/06/18,/archive/by_date/2003/06/18,ever_wish_recei,1,0,623,"Ever Wish, Receive And Regret?","2003-06-18 15:58:33"
/archives/2003/06/strive_on_with.php,/archive/by_date/2003/06/24,/archive/by_date/2003/06/24,strive_on_with,1,0,622,"Strive on with awareness","2003-06-24 01:09:02"
/archives/2003/06/wishing_well.php,/archive/by_date/2003/06/26,/archive/by_date/2003/06/26,wishing_well,1,0,621,"Wishing Well","2003-06-26 15:40:25"
/archives/2003/07/an_elegy_for_im.php,/archive/by_date/2003/07/03,/archive/by_date/2003/07/03,an_elegy_for_im,1,0,620,"An Elegy For Imagination?","2003-07-03 00:37:08"
/archives/2003/07/disconnected.php,/archive/by_date/2003/07/07,/archive/by_date/2003/07/07,disconnected,1,0,619,Disconnected,"2003-07-07 16:55:39"
/archives/2003/07/youre_never_the.php,/archive/by_date/2003/07/11,/archive/by_date/2003/07/11,youre_never_the,1,0,618,"You're Never There When I Don't Need You","2003-07-11 14:51:53"
/archives/2003/07/pathetic_life_p.php,/archive/by_date/2003/07/16,/archive/by_date/2003/07/16,pathetic_life_p,1,0,617,"Pathetic Life Path Etiquette","2003-07-16 09:42:34"
/archives/2003/07/signal_to_noise.php,/archive/by_date/2003/07/18,/archive/by_date/2003/07/18,signal_to_noise,1,0,616,"Signal To Noise","2003-07-18 15:19:39"
/archives/2003/07/find_a_penny.php,/archive/by_date/2003/07/23,/archive/by_date/2003/07/23,find_a_penny,1,0,615,"Find A Penny","2003-07-23 00:06:26"
/archives/2003/07/well_i_wonder.php,/archive/by_date/2003/07/24,/archive/by_date/2003/07/24,well_i_wonder,1,0,614,"Well I Wonder...","2003-07-24 00:39:41"
/archives/2003/07/sun_glasses.php,/archive/by_date/2003/07/29,/archive/by_date/2003/07/29,sun_glasses,1,0,613,"Sun Glasses","2003-07-29 23:44:59"
/archives/2003/08/ceci_nest_pas_u.php,/archive/by_date/2003/08/11,/archive/by_date/2003/08/11,ceci_nest_pas_u,1,0,612,"Ceci n'est pas une pipe","2003-08-11 17:04:34"
/archives/2003/08/watch_out_now.php,/archive/by_date/2003/08/18,/archive/by_date/2003/08/18,watch_out_now,1,0,611,"Watch Out Now","2003-08-18 00:38:09"
/archives/2003/08/in_other_words.php,/archive/by_date/2003/08/21,/archive/by_date/2003/08/21,in_other_words,1,0,610,"In Other Words... hold my hand","2003-08-21 01:28:07"
/archives/2003/08/forgotten_rebel.php,/archive/by_date/2003/08/22,/archive/by_date/2003/08/22,forgotten_rebel,1,0,609,"Forgotten Rebels","2003-08-22 20:20:26"
/archives/2003/08/calculated_chao.php,/archive/by_date/2003/08/25,/archive/by_date/2003/08/25,calculated_chao,1,0,608,"Calculated Chaos","2003-08-25 23:13:48"
/archives/2003/08/traded_in_my_cr.php,/archive/by_date/2003/08/27#traded_in_my_cr,/archive/by_date/2003/08/27,traded_in_my_cr,2,1,607,"Traded in my Crayons for Krylons","2003-08-27 13:36:37"
/archives/2003/08/zen_and_the_art.php,/archive/by_date/2003/08/27#zen_and_the_art,/archive/by_date/2003/08/27,zen_and_the_art,2,1,606,"Zen and the Art of Rainstorms","2003-08-27 22:29:54"
/archives/2003/08/fast_forward_re.php,/archive/by_date/2003/08/29,/archive/by_date/2003/08/29,fast_forward_re,1,0,605,"Fast Forward. Rewind.","2003-08-29 15:06:20"
/archives/2003/09/outside_in.php,/archive/by_date/2003/09/04,/archive/by_date/2003/09/04,outside_in,1,0,604,"Outside In","2003-09-04 22:49:28"
/archives/2003/09/all_good_things.php,/archive/by_date/2003/09/10,/archive/by_date/2003/09/10,all_good_things,1,0,603,"All good things must come to an end","2003-09-10 13:29:48"
/archives/2003/09/what_happened_h.php,/archive/by_date/2003/09/11#what_happened_h,/archive/by_date/2003/09/11,what_happened_h,2,1,602,"What happened here?","2003-09-11 00:28:59"
/archives/2003/09/on_a_ferry.php,/archive/by_date/2003/09/11#on_a_ferry,/archive/by_date/2003/09/11,on_a_ferry,2,1,601,"On a ferry","2003-09-11 22:34:45"
/archives/2003/09/in_a_way.php,/archive/by_date/2003/09/14,/archive/by_date/2003/09/14,in_a_way,1,0,600,"In A Way","2003-09-14 13:06:12"
/archives/2003/09/scenes_from_a_m.php,/archive/by_date/2003/09/16,/archive/by_date/2003/09/16,scenes_from_a_m,1,0,599,"Scenes from a memory","2003-09-16 17:17:01"
/archives/2003/09/would_somebody.php,/archive/by_date/2003/09/17,/archive/by_date/2003/09/17,would_somebody,1,0,598,"Would somebody think of the animals?","2003-09-17 23:58:21"
/archives/2003/09/half_way_throug.php,/archive/by_date/2003/09/23,/archive/by_date/2003/09/23,half_way_throug,1,0,597,"Half Way Through","2003-09-23 00:02:16"
/archives/2003/09/longer_is_bette.php,/archive/by_date/2003/09/25,/archive/by_date/2003/09/25,longer_is_bette,1,0,596,"LONGER IS BETTER","2003-09-25 13:25:24"
/archives/2003/09/unintentional_i.php,/archive/by_date/2003/09/30,/archive/by_date/2003/09/30,unintentional_i,1,0,595,"Unintentional Intentions","2003-09-30 15:42:35"
/archives/2003/10/a_crash_course.php,/archive/by_date/2003/10/01,/archive/by_date/2003/10/01,a_crash_course,1,0,594,"A Crash Course On Complexity, Emergence and Collective Intelligence","2003-10-01 13:26:38"
/archives/2003/10/what_time_is_it.php,/archive/by_date/2003/10/02,/archive/by_date/2003/10/02,what_time_is_it,1,0,593,"What time is it?","2003-10-02 22:32:55"
/archives/2003/10/2_less_than_4.php,/archive/by_date/2003/10/04,/archive/by_date/2003/10/04,2_less_than_4,1,0,592,"2 Less Than 4","2003-10-04 00:18:49"
/archives/2003/10/let_my_spirit_c.php,/archive/by_date/2003/10/07,/archive/by_date/2003/10/07,let_my_spirit_c,1,0,591,"Let my spirit carry me","2003-10-07 23:43:10"
/archives/2003/10/theres_a_freeze.php,/archive/by_date/2003/10/09,/archive/by_date/2003/10/09,theres_a_freeze,1,0,590,"There's A Freeze Up Coming","2003-10-09 00:12:20"
/archives/2003/10/natures_climbin.php,/archive/by_date/2003/10/13,/archive/by_date/2003/10/13,natures_climbin,1,0,589,"Nature's Climbing Paintbrush","2003-10-13 16:38:58"
/archives/2003/10/had_a_little_to.php,/archive/by_date/2003/10/16#had_a_little_to,/archive/by_date/2003/10/16,had_a_little_to,2,1,588,"Had a little too much to think tonight","2003-10-16 18:06:44"
/archives/2003/10/borrowing_accou.php,/archive/by_date/2003/10/16#borrowing_accou,/archive/by_date/2003/10/16,borrowing_accou,2,1,587,"Borrowing account","2003-10-16 23:34:39"
/archives/2003/10/giving_in_to_sw.php,/archive/by_date/2003/10/18,/archive/by_date/2003/10/18,giving_in_to_sw,1,0,586,"Giving in to sweetness","2003-10-18 13:22:44"
/archives/2003/10/wake_up_call.php,/archive/by_date/2003/10/19,/archive/by_date/2003/10/19,wake_up_call,1,0,585,"Wake up call","2003-10-19 23:28:34"
/archives/2003/10/match_and_win.php,/archive/by_date/2003/10/20,/archive/by_date/2003/10/20,match_and_win,1,0,584,"Match and Win","2003-10-20 23:39:40"
/archives/2003/10/nothing_selfinf.php,/archive/by_date/2003/10/21,/archive/by_date/2003/10/21,nothing_selfinf,1,0,583,"Nothing self-inflicted hurts like an accident","2003-10-21 23:35:07"
/archives/2003/10/the_mask_is_on.php,/archive/by_date/2003/10/22,/archive/by_date/2003/10/22,the_mask_is_on,1,0,582,"The Mask Is On","2003-10-22 22:07:59"
/archives/2003/10/a_blanket_for_y.php,/archive/by_date/2003/10/26,/archive/by_date/2003/10/26,a_blanket_for_y,1,0,581,"A Blanket For Your Mind","2003-10-26 10:49:44"
/archives/2003/10/past_lives.php,/archive/by_date/2003/10/27,/archive/by_date/2003/10/27,past_lives,1,0,580,"Past Lives","2003-10-27 18:42:10"
/archives/2003/10/novel_animality.php,/archive/by_date/2003/10/28#novel_animality,/archive/by_date/2003/10/28,novel_animality,2,1,579,"Novel Animality","2003-10-28 10:09:40"
